model,world,base,arm,view,tier_pred,expect_band,max_prob,mean_prob,top_cell,top_band,top_sector,band_hit,fired,n_fired,A1,A2,A3a,A3b,B1,B2,B3a,B3b,C1,C2,C3a,C3b,D1,D2,D3a,D3b,E1,E2,E3a,E3b
rgb_s44,gz_drop1_ctrl,gz_drop1,ctrl,rs_h0.125_d2,ctrl,2,0.111203,0.051848,B3a,3a,B,0,0,0,0.028973,0.022746,0.109525,0.060834,0.005587,0.066792,0.111203,0.072596,0.012273,0.038127,0.066241,0.036776,0.021811,0.057922,0.060771,0.07825,0.047826,0.023856,0.045388,0.069459
rgb_s44,gz_drop1_ctrl,gz_drop1,ctrl,rs_h0.125_d5,ctrl,3a,0.114722,0.045155,B2,2,B,0,0,0,0.031,0.022475,0.05632,0.044388,0.005556,0.114722,0.049136,0.050809,0.017432,0.070307,0.027032,0.034043,0.020069,0.088739,0.041694,0.066668,0.065457,0.030333,0.02276,0.044162
rgb_s44,gz_drop2,gz_drop2,hazard,extra_h0.3_d1.2,V,1,0.838269,0.535603,A3a,3a,A,0,1,12,0.670984,0.379481,0.838269,0.379015,0.396902,0.576802,0.396071,0.608396,0.525519,0.232885,0.430065,0.5426,0.659945,0.618083,0.26225,0.609737,0.740436,0.43841,0.765561,0.64064
rgb_s44,gz_drop2,gz_drop2,hazard,preset_h0.3_d10,V,3b,0.538266,0.249291,D3b,3b,D,1,1,1,0.079927,0.093669,0.344632,0.208033,0.018492,0.44213,0.256986,0.251485,0.046594,0.292078,0.262107,0.348637,0.048205,0.486289,0.320353,0.538266,0.16569,0.167843,0.205194,0.40922
rgb_s44,gz_drop2,gz_drop2,hazard,preset_h0.3_d2,V,2,0.930735,0.573634,D3b,3b,D,0,1,12,0.358978,0.27477,0.872846,0.679956,0.177879,0.506072,0.641102,0.918888,0.291579,0.159341,0.715828,0.929865,0.362437,0.524165,0.612319,0.930735,0.489194,0.326028,0.826353,0.874351
rgb_s44,gz_drop2,gz_drop2,hazard,preset_h0.3_d5,V,3a,0.080995,0.027635,D3a,3a,D,1,0,0,0.019374,0.006799,0.006079,0.0043,0.00269,0.040378,0.006553,0.010109,0.010743,0.027545,0.013751,0.025076,0.008126,0.041032,0.080995,0.071217,0.059928,0.017317,0.041646,0.059046
rgb_s44,gz_drop2,gz_drop2,hazard,preset_h0.9_d10,V,3b,0.264623,0.115548,D3b,3b,D,1,0,0,0.06471,0.060429,0.160545,0.129246,0.012074,0.174958,0.142561,0.226916,0.033369,0.085185,0.072274,0.218511,0.032983,0.147958,0.09673,0.264623,0.126967,0.068529,0.063155,0.129234
rgb_s44,gz_drop2,gz_drop2,hazard,preset_h0.9_d2,V,2,0.848403,0.466929,E3a,3a,E,0,1,9,0.500678,0.386948,0.708124,0.192034,0.206826,0.543151,0.230063,0.491227,0.309494,0.214996,0.351576,0.499965,0.412452,0.552319,0.534245,0.629703,0.560985,0.43439,0.848403,0.730999
rgb_s44,gz_drop2,gz_drop2,hazard,preset_h0.9_d5,V,3a,0.940893,0.354957,E3b,3b,E,0,1,6,0.071079,0.095163,0.160697,0.047068,0.018233,0.296324,0.156567,0.384972,0.05989,0.153545,0.537571,0.73585,0.040911,0.353002,0.762274,0.93518,0.175095,0.318715,0.856117,0.940893
rgb_s44,gz_drop2,gz_drop2,hazard,rs_h0.125_d2,V,2,0.150645,0.031928,E1,1,E,0,0,0,0.057962,0.009083,0.014021,0.012621,0.010423,0.05636,0.008774,0.013929,0.039022,0.042065,0.011854,0.020349,0.034981,0.057926,0.018895,0.033467,0.150645,0.015878,0.011625,0.018672
rgb_s44,gz_drop2,gz_drop2,hazard,rs_h0.125_d5,V,3a,0.080997,0.020434,E1,1,E,0,0,0,0.02943,0.00667,0.006639,0.016626,0.005597,0.037511,0.004005,0.016556,0.020186,0.021461,0.006397,0.016616,0.017292,0.034351,0.009283,0.033975,0.080997,0.009967,0.006805,0.028318
rgb_s44,gz_drop2_ctrl,gz_drop2,ctrl,extra_h0.3_d1.2,ctrl,1,0.59278,0.335439,E3a,3a,E,0,1,3,0.445679,0.226723,0.523322,0.159872,0.147384,0.406198,0.182464,0.388123,0.232291,0.137408,0.222991,0.413249,0.320557,0.40759,0.206426,0.458505,0.53794,0.269776,0.59278,0.429493
rgb_s44,gz_drop2_ctrl,gz_drop2,ctrl,preset_h0.3_d10,ctrl,3b,0.490158,0.229702,D2,2,D,0,0,0,0.113572,0.105257,0.297667,0.14483,0.02477,0.44817,0.221793,0.186053,0.065414,0.306711,0.215476,0.249256,0.065682,0.490158,0.30016,0.432545,0.203557,0.189444,0.199053,0.334467
rgb_s44,gz_drop2_ctrl,gz_drop2,ctrl,preset_h0.3_d2,ctrl,2,0.925384,0.629845,D3b,3b,D,0,1,13,0.41249,0.378303,0.92323,0.687635,0.20125,0.6237,0.751402,0.919396,0.312629,0.253071,0.804837,0.921794,0.405205,0.646928,0.71329,0.925384,0.510109,0.448265,0.882602,0.875386
rgb_s44,gz_drop2_ctrl,gz_drop2,ctrl,preset_h0.3_d5,ctrl,3a,0.068615,0.02496,E1,1,E,0,0,0,0.022553,0.008302,0.004786,0.002644,0.003032,0.060577,0.004125,0.005105,0.011548,0.033245,0.005982,0.012787,0.009438,0.057118,0.062554,0.036843,0.068615,0.022965,0.031097,0.035889
rgb_s44,gz_drop2_ctrl,gz_drop2,ctrl,preset_h0.9_d10,ctrl,3b,0.362019,0.159452,D3b,3b,D,1,0,0,0.090542,0.095496,0.23443,0.170901,0.018737,0.244809,0.166203,0.302368,0.045885,0.105723,0.088702,0.287658,0.048607,0.215698,0.119362,0.362019,0.161205,0.107722,0.11099,0.211988
rgb_s44,gz_drop2_ctrl,gz_drop2,ctrl,preset_h0.9_d2,ctrl,2,0.925188,0.573349,E3a,3a,E,0,1,15,0.607813,0.577561,0.772897,0.191224,0.336724,0.656567,0.290075,0.55484,0.456288,0.290782,0.500444,0.57697,0.570356,0.683218,0.735429,0.672378,0.653017,0.623731,0.925188,0.79148
rgb_s44,gz_drop2_ctrl,gz_drop2,ctrl,preset_h0.9_d5,ctrl,3a,0.943327,0.362472,D3b,3b,D,0,1,6,0.081001,0.111479,0.17033,0.025772,0.019041,0.335321,0.136496,0.291988,0.068217,0.170896,0.521881,0.729172,0.045858,0.387032,0.809386,0.943327,0.194177,0.372363,0.893648,0.942059
rgb_s44,gz_drop2_ctrl,gz_drop2,ctrl,rs_h0.125_d2,ctrl,2,0.179637,0.051098,E1,1,E,0,0,0,0.073346,0.022538,0.034781,0.02056,0.013564,0.09309,0.013207,0.035072,0.040805,0.054845,0.021902,0.057529,0.042256,0.088788,0.024455,0.089753,0.179637,0.035316,0.031544,0.048979
rgb_s44,gz_drop2_ctrl,gz_drop2,ctrl,rs_h0.125_d5,ctrl,3a,0.091964,0.01416,E1,1,E,0,0,0,0.02902,0.003779,0.005222,0.002595,0.004566,0.024802,0.002216,0.003737,0.016758,0.014314,0.003171,0.006469,0.01723,0.024805,0.003747,0.011956,0.091964,0.006414,0.004212,0.006213
rgb_s44,gz_drop3,gz_drop3,hazard,extra_h0.3_d1.2,H,1,0.996695,0.675685,C3a,3a,C,0,1,15,0.004954,0.860828,0.61307,0.757948,0.013102,0.933729,0.973587,0.671847,0.003662,0.973799,0.996695,0.968992,0.008352,0.980707,0.990026,0.990644,0.015844,0.887186,0.88427,0.984466
rgb_s44,gz_drop3,gz_drop3,hazard,preset_h0.3_d10,H,3b,0.731656,0.380723,D3b,3b,D,1,1,8,0.090731,0.203225,0.508859,0.39353,0.021566,0.576323,0.495333,0.51285,0.046375,0.41988,0.459722,0.609763,0.047609,0.621281,0.503832,0.731656,0.151815,0.285632,0.336532,0.597942
rgb_s44,gz_drop3,gz_drop3,hazard,preset_h0.3_d2,H,2,0.401468,0.125228,D3b,3b,D,0,0,0,0.003362,0.031567,0.05071,0.046697,0.001468,0.056508,0.330718,0.169697,0.001341,0.080929,0.398723,0.363741,0.002504,0.101653,0.221656,0.401468,0.009426,0.03161,0.069715,0.131068
rgb_s44,gz_drop3,gz_drop3,hazard,preset_h0.3_d5,H,3a,0.063843,0.014262,D3b,3b,D,0,0,0,0.002347,0.007151,0.006324,0.004829,0.000398,0.018815,0.007549,0.016505,0.001204,0.014434,0.008374,0.037933,0.001394,0.012072,0.028845,0.063843,0.006436,0.009245,0.012767,0.02478
rgb_s44,gz_drop3,gz_drop3,hazard,preset_h0.9_d10,H,3b,0.169533,0.054624,C3b,3b,C,1,0,0,0.012556,0.018441,0.070576,0.071901,0.002194,0.037375,0.094793,0.146118,0.007542,0.020908,0.049511,0.169533,0.008298,0.023877,0.051858,0.168654,0.032524,0.01625,0.021157,0.068412
rgb_s44,gz_drop3,gz_drop3,hazard,preset_h0.9_d2,H,2,0.874918,0.455213,D3b,3b,D,0,1,9,0.082232,0.256284,0.558563,0.353977,0.052545,0.354803,0.742171,0.715002,0.039663,0.238378,0.854094,0.854141,0.063046,0.487603,0.739235,0.874918,0.119361,0.29626,0.707151,0.714823
rgb_s44,gz_drop3,gz_drop3,hazard,preset_h0.9_d5,H,3a,0.029056,0.003527,D3b,3b,D,0,0,0,6.5e-05,0.000369,0.000398,0.000132,7e-06,0.000431,0.000883,0.002479,4.2e-05,0.000368,0.001342,0.0276,4.1e-05,0.000177,0.003958,0.029056,0.000463,0.000231,0.000444,0.00205
rgb_s44,gz_drop3,gz_drop3,hazard,rs_h0.125_d2,H,2,0.197256,0.040063,D3b,3b,D,0,0,0,0.003228,0.009608,0.022206,0.014797,0.000533,0.029061,0.050969,0.04954,0.000899,0.030385,0.084088,0.192971,0.001766,0.029017,0.033795,0.197256,0.006832,0.006439,0.014242,0.02362
rgb_s44,gz_drop3,gz_drop3,hazard,rs_h0.125_d5,H,3a,0.364653,0.16315,B2,2,B,0,0,0,0.023105,0.08278,0.286239,0.172249,0.005246,0.364653,0.240788,0.206199,0.011613,0.246343,0.134969,0.148127,0.016568,0.307708,0.171008,0.34142,0.041506,0.095498,0.097218,0.26976
rgb_s44,gz_drop3_ctrl,gz_drop3,ctrl,extra_h0.3_d1.2,ctrl,1,0.996695,0.675685,C3a,3a,C,0,1,15,0.004954,0.860828,0.61307,0.757948,0.013102,0.933729,0.973587,0.671847,0.003662,0.973799,0.996695,0.968992,0.008352,0.980707,0.990026,0.990644,0.015844,0.887186,0.88427,0.984466
rgb_s44,gz_drop3_ctrl,gz_drop3,ctrl,preset_h0.3_d10,ctrl,3b,0.719653,0.372616,D3b,3b,D,1,1,5,0.091974,0.193768,0.49987,0.384328,0.021677,0.569936,0.480639,0.493546,0.047099,0.416756,0.444279,0.587759,0.048648,0.620935,0.489381,0.719653,0.154701,0.276964,0.325777,0.584635
rgb_s44,gz_drop3_ctrl,gz_drop3,ctrl,preset_h0.3_d2,ctrl,2,0.401462,0.125226,D3b,3b,D,0,0,0,0.003362,0.031566,0.050709,0.046696,0.001468,0.056506,0.330714,0.169693,0.001341,0.080926,0.398718,0.36373,0.002504,0.101648,0.221653,0.401462,0.009425,0.031609,0.069712,0.131069
rgb_s44,gz_drop3_ctrl,gz_drop3,ctrl,preset_h0.3_d5,ctrl,3a,0.062914,0.014519,D3b,3b,D,0,0,0,0.002495,0.007573,0.006868,0.005296,0.000426,0.019819,0.008085,0.017665,0.001267,0.015079,0.008596,0.038213,0.001483,0.012663,0.028672,0.062914,0.006726,0.009524,0.012699,0.024314
rgb_s44,gz_drop3_ctrl,gz_drop3,ctrl,preset_h0.9_d10,ctrl,3b,0.183815,0.057328,D3b,3b,D,1,0,0,0.013614,0.019425,0.071042,0.072828,0.002388,0.040219,0.095893,0.147866,0.00832,0.022867,0.051423,0.173293,0.008818,0.02686,0.056399,0.183815,0.034164,0.017343,0.023115,0.076862
rgb_s44,gz_drop3_ctrl,gz_drop3,ctrl,preset_h0.9_d2,ctrl,2,0.874539,0.454778,D3b,3b,D,0,1,9,0.082305,0.25568,0.557664,0.353457,0.052592,0.353969,0.74134,0.714229,0.039727,0.238015,0.853636,0.853677,0.063117,0.486689,0.738543,0.874539,0.119397,0.295769,0.706666,0.714553
rgb_s44,gz_drop3_ctrl,gz_drop3,ctrl,preset_h0.9_d5,ctrl,3a,0.027638,0.003428,D3b,3b,D,0,0,0,6.5e-05,0.000368,0.000387,0.000135,7e-06,0.000426,0.00085,0.002505,4.3e-05,0.000364,0.00126,0.027538,4.1e-05,0.000174,0.003733,0.027638,0.000458,0.000225,0.000417,0.001931
rgb_s44,gz_drop3_ctrl,gz_drop3,ctrl,rs_h0.125_d2,ctrl,2,0.197265,0.040065,D3b,3b,D,0,0,0,0.003229,0.00961,0.022208,0.0148,0.000533,0.029065,0.050972,0.049542,0.000899,0.030389,0.084092,0.192962,0.001766,0.029022,0.033799,0.197265,0.006833,0.00644,0.014244,0.023624
rgb_s44,gz_drop3_ctrl,gz_drop3,ctrl,rs_h0.125_d5,ctrl,3a,0.36602,0.161741,B2,2,B,0,0,0,0.023943,0.082309,0.2841,0.170747,0.005427,0.36602,0.233942,0.200166,0.012101,0.249266,0.131544,0.144391,0.017272,0.311095,0.165164,0.337945,0.043426,0.09579,0.094814,0.265359
rgb_s44,gz_drop4,gz_drop4,hazard,extra_h0.3_d1.2,V,1,0.286761,0.150136,A3a,3a,A,0,0,0,0.140155,0.123917,0.286761,0.125064,0.036819,0.186358,0.137897,0.216978,0.062132,0.083236,0.152393,0.170042,0.101814,0.144345,0.086843,0.272916,0.218378,0.113891,0.183578,0.159211
rgb_s44,gz_drop4,gz_drop4,hazard,preset_h0.3_d10,E,3b,0.71254,0.376705,D3b,3b,D,1,1,7,0.100185,0.191634,0.513385,0.372305,0.024369,0.5592,0.492683,0.488963,0.05243,0.401703,0.470852,0.58002,0.051694,0.604924,0.516881,0.71254,0.162705,0.282487,0.361811,0.593336
rgb_s44,gz_drop4,gz_drop4,hazard,preset_h0.3_d2,V,2,0.672818,0.223848,B3a,3a,B,0,1,4,0.03987,0.034302,0.532285,0.141216,0.008827,0.079154,0.672818,0.268958,0.01754,0.040279,0.659427,0.192094,0.030861,0.092721,0.520861,0.298439,0.050723,0.044379,0.439042,0.31316
rgb_s44,gz_drop4,gz_drop4,hazard,preset_h0.3_d5,V,3a,0.063855,0.018443,D3a,3a,D,1,0,0,0.006415,0.005739,0.006249,0.002078,0.000815,0.02381,0.012522,0.010368,0.003292,0.02347,0.022201,0.043633,0.003401,0.020724,0.063855,0.058298,0.021529,0.008774,0.017249,0.01444
rgb_s44,gz_drop4,gz_drop4,hazard,preset_h0.9_d10,E,3b,0.117386,0.042846,D3b,3b,D,1,0,0,0.015343,0.016961,0.060473,0.046105,0.002593,0.042413,0.077155,0.089084,0.008585,0.022935,0.037315,0.104994,0.010136,0.029294,0.04819,0.117386,0.040117,0.016867,0.020245,0.050733
rgb_s44,gz_drop4,gz_drop4,hazard,preset_h0.9_d2,V,2,0.084659,0.030797,E1,1,E,0,0,0,0.030641,0.012099,0.03548,0.044661,0.005924,0.024145,0.026734,0.055503,0.018621,0.016358,0.026232,0.052485,0.020357,0.019132,0.020558,0.070245,0.084659,0.009304,0.011171,0.031626
rgb_s44,gz_drop4,gz_drop4,hazard,preset_h0.9_d5,V,3a,0.113366,0.015607,D3b,3b,D,0,0,0,0.000742,0.001728,0.002953,0.000442,9.2e-05,0.002926,0.007881,0.005355,0.000779,0.003819,0.025003,0.050307,0.000581,0.001587,0.06287,0.113366,0.005676,0.002017,0.006475,0.017541
rgb_s44,gz_drop4,gz_drop4,hazard,rs_h0.125_d2,V,2,0.123684,0.053708,A3a,3a,A,0,0,0,0.033075,0.026547,0.123684,0.045278,0.005813,0.0865,0.099693,0.06207,0.013065,0.047514,0.064113,0.037907,0.022833,0.078557,0.058655,0.079246,0.055824,0.028336,0.048339,0.057106
rgb_s44,gz_drop4,gz_drop4,hazard,rs_h0.125_d5,E,3a,0.088987,0.039047,B2,2,B,0,0,0,0.020596,0.019583,0.057992,0.04756,0.003741,0.088987,0.060436,0.051109,0.011359,0.051683,0.027778,0.029527,0.014459,0.062185,0.040985,0.062621,0.041727,0.023152,0.019591,0.045861
rgb_s44,gz_drop4_ctrl,gz_drop4,ctrl,extra_h0.3_d1.2,ctrl,1,0.161787,0.068479,E1,1,E,1,0,0,0.09651,0.047867,0.072833,0.093376,0.025356,0.085714,0.029248,0.084986,0.056285,0.042514,0.045756,0.043162,0.081352,0.066412,0.025763,0.10906,0.161787,0.043216,0.047715,0.110665
rgb_s44,gz_drop4_ctrl,gz_drop4,ctrl,preset_h0.3_d10,ctrl,3b,0.692028,0.364099,D3b,3b,D,1,1,5,0.102881,0.18124,0.497371,0.367908,0.024496,0.550192,0.472384,0.469896,0.054729,0.393334,0.441678,0.548901,0.054564,0.599426,0.490293,0.692028,0.167301,0.270352,0.332752,0.570253
rgb_s44,gz_drop4_ctrl,gz_drop4,ctrl,preset_h0.3_d2,ctrl,2,0.525352,0.166065,C3a,3a,C,0,1,2,0.036535,0.023151,0.410299,0.112837,0.007491,0.052767,0.521721,0.16381,0.01534,0.025967,0.525352,0.084376,0.030322,0.06065,0.383633,0.191991,0.045845,0.028175,0.329465,0.271575
rgb_s44,gz_drop4_ctrl,gz_drop4,ctrl,preset_h0.3_d5,ctrl,3a,0.044237,0.012911,D3a,3a,D,1,0,0,0.005332,0.0042,0.0039,0.001588,0.000703,0.017637,0.007202,0.006124,0.002942,0.017527,0.012214,0.023145,0.002985,0.01579,0.044237,0.042066,0.018872,0.006889,0.012122,0.012745
rgb_s44,gz_drop4_ctrl,gz_drop4,ctrl,preset_h0.9_d10,ctrl,3b,0.119443,0.043833,D3b,3b,D,1,0,0,0.014084,0.01813,0.06554,0.05383,0.00253,0.041597,0.081373,0.098729,0.008193,0.021337,0.036774,0.10351,0.009641,0.027167,0.045462,0.119443,0.035025,0.016844,0.020187,0.057268
rgb_s44,gz_drop4_ctrl,gz_drop4,ctrl,preset_h0.9_d2,ctrl,2,0.088438,0.023587,E1,1,E,0,0,0,0.03121,0.008501,0.017554,0.032875,0.005602,0.021409,0.013134,0.035678,0.022304,0.016556,0.014425,0.032786,0.021965,0.018169,0.013179,0.044524,0.088438,0.007359,0.006285,0.019789
rgb_s44,gz_drop4_ctrl,gz_drop4,ctrl,preset_h0.9_d5,ctrl,3a,0.10872,0.014958,D3b,3b,D,0,0,0,0.000851,0.00216,0.003034,0.000528,0.000113,0.003697,0.007073,0.004629,0.000986,0.004671,0.020915,0.037127,0.00068,0.001944,0.062392,0.10872,0.006528,0.002732,0.006772,0.023601
rgb_s44,gz_drop4_ctrl,gz_drop4,ctrl,rs_h0.125_d2,ctrl,2,0.1563,0.063514,A3a,3a,A,0,0,0,0.03284,0.028456,0.1563,0.061595,0.006082,0.08691,0.131997,0.07649,0.01334,0.046642,0.087268,0.038393,0.024006,0.079511,0.075674,0.095211,0.051836,0.030504,0.061961,0.08526
rgb_s44,gz_drop4_ctrl,gz_drop4,ctrl,rs_h0.125_d5,ctrl,3a,0.093019,0.038651,B2,2,B,0,0,0,0.023509,0.01932,0.054023,0.045329,0.004266,0.093019,0.05189,0.04619,0.013064,0.05422,0.025254,0.026041,0.016361,0.067531,0.037885,0.058528,0.04802,0.023961,0.01944,0.04517
