model,world,base,arm,view,tier_pred,expect_band,max_prob,mean_prob,top_cell,top_band,top_sector,band_hit,fired,n_fired,A1,A2,A3a,A3b,B1,B2,B3a,B3b,C1,C2,C3a,C3b,D1,D2,D3a,D3b,E1,E2,E3a,E3b
b2_s44,gz_drop2,gz_drop2,hazard,extra_h0.3_d1.2,V,1,0.362925,0.058111,B3b,3b,B,0,0,0,0.00927,0.05055,0.11853,0.281207,0.006505,0.016964,0.017023,0.362925,0.015349,0.005635,0.019741,0.129222,0.007783,0.00981,0.002746,0.033864,0.01061,0.019682,0.005299,0.039507
b2_s44,gz_drop2,gz_drop2,hazard,preset_h0.3_d10,V,3b,0.869792,0.272956,B3b,3b,B,1,1,4,0.020255,0.111444,0.207987,0.123483,0.000954,0.302495,0.836079,0.869792,0.002716,0.259247,0.865184,0.726323,0.01185,0.296205,0.249141,0.345449,0.011961,0.15192,0.023487,0.043144
b2_s44,gz_drop2,gz_drop2,hazard,preset_h0.3_d2,V,2,0.703873,0.055845,B3b,3b,B,0,1,1,0.004435,0.012383,0.032608,0.139837,0.003745,0.0025,0.001401,0.703873,0.006876,0.001954,0.000959,0.142727,0.004416,0.003044,0.000287,0.016108,0.00869,0.008223,0.000943,0.021885
b2_s44,gz_drop2,gz_drop2,hazard,preset_h0.3_d5,V,3a,0.046793,0.007286,B3b,3b,B,0,0,0,0.000847,0.02185,0.010107,0.001261,0.001215,0.002671,0.013246,0.046793,0.00212,0.001304,0.001576,0.026083,0.004053,0.000985,0.000478,0.000664,0.006541,0.003698,0.000113,0.000113
b2_s44,gz_drop2,gz_drop2,hazard,preset_h0.9_d10,V,3b,0.951017,0.321655,B3b,3b,B,1,1,6,0.01647,0.094746,0.079858,0.12941,0.001426,0.440066,0.530885,0.951017,0.005627,0.226636,0.877844,0.916754,0.036045,0.285956,0.52569,0.787522,0.021585,0.302076,0.107033,0.096459
b2_s44,gz_drop2,gz_drop2,hazard,preset_h0.9_d2,V,2,0.525924,0.040688,B3b,3b,B,0,1,1,0.004125,0.010819,0.03751,0.077151,0.001506,0.005985,0.013958,0.525924,0.003693,0.001898,0.002531,0.105867,0.004033,0.001922,0.000148,0.003376,0.002836,0.007603,0.000311,0.002569
b2_s44,gz_drop2,gz_drop2,hazard,preset_h0.9_d5,V,3a,0.935666,0.258384,C3b,3b,C,0,1,5,0.010816,0.30659,0.038939,0.007486,0.007814,0.507847,0.256246,0.52254,0.030805,0.154674,0.063954,0.935666,0.035372,0.267365,0.191001,0.822907,0.031096,0.843382,0.108318,0.024854
b2_s44,gz_drop2,gz_drop2,hazard,rs_h0.125_d2,V,2,0.761664,0.066826,B3b,3b,B,0,1,1,0.003343,0.009781,0.032913,0.199158,0.004309,0.002901,0.001029,0.761664,0.008132,0.001646,0.000349,0.236246,0.003482,0.001961,0.000222,0.026783,0.006448,0.004928,0.000969,0.030256
b2_s44,gz_drop2,gz_drop2,hazard,rs_h0.125_d5,V,3a,0.309639,0.020876,B3b,3b,B,0,0,0,0.00101,0.017907,0.010282,0.016352,0.001593,0.000982,0.000376,0.309639,0.002843,0.000508,0.00014,0.041008,0.001329,0.000483,7.3e-05,0.002702,0.002538,0.001941,0.000134,0.005673
b2_s44,gz_drop2_ctrl,gz_drop2,ctrl,extra_h0.3_d1.2,ctrl,1,0.719369,0.11121,B3b,3b,B,0,1,2,0.017861,0.092293,0.227424,0.509201,0.005211,0.044179,0.039372,0.719369,0.017884,0.007438,0.022177,0.362097,0.008675,0.019308,0.002257,0.046911,0.011867,0.028971,0.005489,0.036207
b2_s44,gz_drop2_ctrl,gz_drop2,ctrl,preset_h0.3_d10,ctrl,3b,0.917835,0.249199,C3a,3a,C,0,1,4,0.004168,0.113694,0.223223,0.12935,0.000358,0.388307,0.855911,0.849932,0.001,0.265377,0.917835,0.55638,0.002501,0.260229,0.139884,0.136107,0.004755,0.116337,0.007611,0.011027
b2_s44,gz_drop2_ctrl,gz_drop2,ctrl,preset_h0.3_d2,ctrl,2,0.575758,0.03942,B3b,3b,B,0,1,1,0.003498,0.008339,0.013976,0.086919,0.002111,0.001229,0.000603,0.575758,0.004861,0.000863,0.000318,0.057359,0.003679,0.000946,0.00011,0.006292,0.004719,0.003153,0.000385,0.013277
b2_s44,gz_drop2_ctrl,gz_drop2,ctrl,preset_h0.3_d5,ctrl,3a,0.126368,0.019761,B3b,3b,B,0,0,0,0.00135,0.054893,0.028587,0.003364,0.00157,0.01045,0.035098,0.126368,0.003368,0.002352,0.003032,0.093217,0.005654,0.002191,0.000476,0.000849,0.011006,0.011087,0.000101,0.000203
b2_s44,gz_drop2_ctrl,gz_drop2,ctrl,preset_h0.9_d10,ctrl,3b,0.971885,0.357245,C3b,3b,C,1,1,6,0.01963,0.110504,0.095551,0.148602,0.001237,0.460873,0.572854,0.971691,0.004281,0.233745,0.862671,0.971885,0.02526,0.380394,0.643194,0.911123,0.017556,0.350063,0.193531,0.170256
b2_s44,gz_drop2_ctrl,gz_drop2,ctrl,preset_h0.9_d2,ctrl,2,0.895561,0.0837,B3b,3b,B,0,1,1,0.004526,0.022986,0.080475,0.204698,0.001336,0.013814,0.035083,0.895561,0.003423,0.003348,0.003423,0.367254,0.004288,0.00362,0.000147,0.010804,0.003225,0.010995,0.000356,0.004632
b2_s44,gz_drop2_ctrl,gz_drop2,ctrl,preset_h0.9_d5,ctrl,3a,0.951581,0.395132,C3b,3b,C,0,1,8,0.015229,0.66875,0.208592,0.025548,0.010163,0.872678,0.689032,0.762875,0.026797,0.371326,0.210273,0.951581,0.030833,0.66388,0.424602,0.78657,0.033786,0.908978,0.199313,0.041837
b2_s44,gz_drop2_ctrl,gz_drop2,ctrl,rs_h0.125_d2,ctrl,2,0.792282,0.063213,B3b,3b,B,0,1,1,0.003724,0.007335,0.0194,0.176919,0.002647,0.002082,0.000587,0.792282,0.006598,0.00137,0.000348,0.193001,0.003204,0.001412,0.00014,0.015606,0.005738,0.004051,0.000659,0.027161
b2_s44,gz_drop2_ctrl,gz_drop2,ctrl,rs_h0.125_d5,ctrl,3a,0.339327,0.020173,B3b,3b,B,0,0,0,0.00038,0.009175,0.00512,0.01571,0.000681,0.00038,0.000225,0.339327,0.001096,0.000163,4.9e-05,0.023505,0.000541,0.000185,3.7e-05,0.001194,0.001157,0.000617,4.6e-05,0.003876
b2_s44,gz_drop3,gz_drop3,hazard,extra_h0.3_d1.2,H,1,0.624442,0.227523,C3b,3b,C,0,1,2,0.027885,0.255025,0.121652,0.166299,0.01883,0.282711,0.139705,0.305627,0.024463,0.096997,0.424572,0.624442,0.013991,0.352373,0.593299,0.376138,0.019391,0.239163,0.324103,0.143785
b2_s44,gz_drop3,gz_drop3,hazard,preset_h0.3_d10,H,3b,0.900898,0.193182,B3a,3a,B,0,1,3,0.0011,0.078787,0.316463,0.309389,0.000411,0.179635,0.900898,0.889542,0.00068,0.091342,0.370742,0.645784,0.001216,0.025027,0.005908,0.02651,0.002437,0.015789,0.000604,0.001383
b2_s44,gz_drop3,gz_drop3,hazard,preset_h0.3_d2,H,2,0.854199,0.130358,D3b,3b,D,0,1,2,0.005912,0.000754,0.005436,0.04855,0.000783,0.001928,0.02915,0.224322,0.002031,0.004016,0.120835,0.762135,0.000759,0.008383,0.281935,0.854199,0.0016,0.010265,0.075108,0.169051
b2_s44,gz_drop3,gz_drop3,hazard,preset_h0.3_d5,H,3a,0.994741,0.178574,C3b,3b,C,0,1,3,0.000564,0.029182,0.251522,0.112044,4.8e-05,0.004458,0.753307,0.915935,0.00025,0.003492,0.080523,0.994741,0.000125,0.005358,0.064242,0.323117,0.000192,0.013588,0.009908,0.008877
b2_s44,gz_drop3,gz_drop3,hazard,preset_h0.9_d10,H,3b,0.994228,0.316053,B3b,3b,B,1,1,4,0.002754,0.069556,0.337458,0.471268,0.001319,0.278831,0.983615,0.994228,0.00074,0.144037,0.974332,0.993916,0.002224,0.160028,0.399123,0.388188,0.003746,0.091752,0.011492,0.012458
b2_s44,gz_drop3,gz_drop3,hazard,preset_h0.9_d2,H,2,0.283139,0.117892,C3a,3a,C,0,0,0,0.086346,0.110623,0.119733,0.102628,0.028696,0.144461,0.1133,0.069682,0.132781,0.127766,0.283139,0.095356,0.057113,0.195945,0.153509,0.053504,0.039835,0.211102,0.13697,0.095354
b2_s44,gz_drop3,gz_drop3,hazard,preset_h0.9_d5,H,3a,0.997778,0.207673,C3b,3b,C,0,1,4,0.001013,0.05565,0.049841,0.057023,0.000141,0.040457,0.867099,0.9786,0.000339,0.027015,0.209637,0.997778,0.00045,0.061439,0.136615,0.512021,0.000581,0.148511,0.007852,0.001403
b2_s44,gz_drop3,gz_drop3,hazard,rs_h0.125_d2,H,2,0.731967,0.169086,C3b,3b,C,0,1,3,0.008552,0.009067,0.142607,0.309913,0.000969,0.004896,0.14274,0.255737,0.00607,0.004841,0.295175,0.731967,0.002717,0.003027,0.180378,0.582979,0.001675,0.006991,0.179594,0.511817
b2_s44,gz_drop3,gz_drop3,hazard,rs_h0.125_d5,H,3a,0.821575,0.097674,C3b,3b,C,0,1,2,0.000162,0.011675,0.049442,0.171603,8.8e-05,0.000365,0.017351,0.777352,0.000303,0.000341,0.001174,0.821575,3.7e-05,0.00027,0.000404,0.092588,0.000206,0.000829,0.000365,0.007353
b2_s44,gz_drop3_ctrl,gz_drop3,ctrl,extra_h0.3_d1.2,ctrl,1,0.624442,0.227523,C3b,3b,C,0,1,2,0.027885,0.255025,0.121652,0.166299,0.01883,0.282711,0.139705,0.305627,0.024463,0.096997,0.424572,0.624442,0.013991,0.352373,0.593299,0.376138,0.019391,0.239163,0.324103,0.143785
b2_s44,gz_drop3_ctrl,gz_drop3,ctrl,preset_h0.3_d10,ctrl,3b,0.975819,0.288874,B3a,3a,B,0,1,6,0.002782,0.16157,0.628282,0.594976,0.000562,0.388758,0.975819,0.967298,0.000878,0.203797,0.719476,0.859565,0.001737,0.086431,0.034355,0.099533,0.004084,0.040009,0.001913,0.005646
b2_s44,gz_drop3_ctrl,gz_drop3,ctrl,preset_h0.3_d2,ctrl,2,0.854231,0.130365,D3b,3b,D,0,1,2,0.005912,0.000755,0.005436,0.048552,0.000783,0.001928,0.02915,0.224302,0.002031,0.004016,0.120839,0.762168,0.000758,0.008386,0.281979,0.854231,0.0016,0.010266,0.075133,0.169069
b2_s44,gz_drop3_ctrl,gz_drop3,ctrl,preset_h0.3_d5,ctrl,3a,0.996271,0.224525,C3b,3b,C,0,1,4,0.000882,0.054123,0.527295,0.184438,6.4e-05,0.00982,0.90879,0.941599,0.000326,0.006866,0.182935,0.996271,0.000191,0.011585,0.164981,0.430238,0.000266,0.029223,0.026107,0.01449
b2_s44,gz_drop3_ctrl,gz_drop3,ctrl,preset_h0.9_d10,ctrl,3b,0.997594,0.349271,B3b,3b,B,1,1,6,0.003397,0.075421,0.422702,0.68219,0.001112,0.274521,0.986072,0.997594,0.00082,0.126328,0.974928,0.99648,0.00259,0.16124,0.490856,0.61665,0.003254,0.106756,0.02031,0.04219
b2_s44,gz_drop3_ctrl,gz_drop3,ctrl,preset_h0.9_d2,ctrl,2,0.284602,0.117325,C3a,3a,C,0,0,0,0.085397,0.109488,0.115941,0.098279,0.028399,0.144987,0.111171,0.068542,0.130638,0.128259,0.284602,0.094163,0.058063,0.196617,0.154993,0.053721,0.039969,0.211805,0.135783,0.095686
b2_s44,gz_drop3_ctrl,gz_drop3,ctrl,preset_h0.9_d5,ctrl,3a,0.998083,0.213419,C3b,3b,C,0,1,4,0.00108,0.058012,0.056009,0.057293,0.000147,0.043882,0.866074,0.979847,0.000372,0.028189,0.196043,0.998083,0.000438,0.071768,0.143687,0.5856,0.000592,0.169067,0.010469,0.00172
b2_s44,gz_drop3_ctrl,gz_drop3,ctrl,rs_h0.125_d2,ctrl,2,0.73207,0.169121,C3b,3b,C,0,1,3,0.008552,0.009063,0.142487,0.3096,0.00097,0.004897,0.142525,0.255591,0.006074,0.004842,0.29553,0.73207,0.002717,0.003031,0.180851,0.583451,0.001677,0.006999,0.179727,0.511766
b2_s44,gz_drop3_ctrl,gz_drop3,ctrl,rs_h0.125_d5,ctrl,3a,0.897845,0.11492,C3b,3b,C,0,1,2,0.000192,0.016985,0.090015,0.231778,9.2e-05,0.000536,0.038888,0.854384,0.000331,0.00058,0.002091,0.897845,4.2e-05,0.000483,0.000797,0.150907,0.000222,0.001232,0.000599,0.010405
b2_s44,gz_drop4,gz_drop4,hazard,extra_h0.3_d1.2,V,1,0.399858,0.09495,C3a,3a,C,0,0,0,0.042518,0.113411,0.181621,0.037351,0.009677,0.044861,0.399492,0.148409,0.018934,0.048938,0.399858,0.067774,0.01854,0.197194,0.063211,0.005647,0.029493,0.046375,0.017751,0.007945
b2_s44,gz_drop4,gz_drop4,hazard,preset_h0.3_d10,E,3b,0.141549,0.019115,B3b,3b,B,1,0,0,0.000535,0.017844,0.022087,0.024819,0.000339,0.022153,0.093931,0.141549,0.000798,0.014372,0.018891,0.013673,0.001002,0.004197,0.000347,0.000719,0.002114,0.002595,0.000103,0.000234
b2_s44,gz_drop4,gz_drop4,hazard,preset_h0.3_d2,V,2,0.597925,0.088002,C3b,3b,C,0,1,1,0.007681,0.004224,0.016821,0.036695,0.000603,0.005103,0.06887,0.369614,0.001714,0.005959,0.066521,0.597925,0.000541,0.007835,0.088527,0.44858,0.002885,0.007285,0.017559,0.005098
b2_s44,gz_drop4,gz_drop4,hazard,preset_h0.3_d5,V,3a,0.5359,0.03503,C3b,3b,C,0,1,1,0.000118,0.001205,0.005356,0.004136,4.7e-05,0.000239,0.021698,0.119721,0.000244,0.000283,0.00287,0.5359,0.000173,7.5e-05,0.000951,0.006368,0.00015,0.000442,0.000404,0.000216
b2_s44,gz_drop4,gz_drop4,hazard,preset_h0.9_d10,E,3b,0.981933,0.19486,C3b,3b,C,1,1,4,0.000833,0.01506,0.068178,0.050588,0.000387,0.039281,0.728373,0.962764,0.000366,0.017875,0.741212,0.981933,0.000632,0.018944,0.065656,0.173697,0.002623,0.024859,0.002793,0.001138
b2_s44,gz_drop4,gz_drop4,hazard,preset_h0.9_d2,V,2,0.933851,0.377973,B3a,3a,B,0,1,7,0.303332,0.447449,0.785697,0.589416,0.146574,0.66982,0.933851,0.386093,0.231909,0.504917,0.91661,0.131206,0.167005,0.557285,0.303054,0.018151,0.076254,0.282454,0.084148,0.024245
b2_s44,gz_drop4,gz_drop4,hazard,preset_h0.9_d5,V,3a,0.985651,0.1435,C3b,3b,C,0,1,3,0.000569,0.018132,0.018755,0.013323,0.000204,0.015397,0.520761,0.811573,0.000446,0.005952,0.076278,0.985651,0.000609,0.008438,0.049659,0.297573,0.000649,0.041868,0.003357,0.000808
b2_s44,gz_drop4,gz_drop4,hazard,rs_h0.125_d2,V,2,0.987137,0.178407,C3b,3b,C,0,1,3,0.000946,0.003663,0.258289,0.513614,0.000148,0.000531,0.433642,0.889455,0.000928,0.001274,0.022806,0.987137,0.000519,0.000179,0.010124,0.414017,0.000201,0.000256,0.005652,0.024767
b2_s44,gz_drop4,gz_drop4,hazard,rs_h0.125_d5,E,3a,0.023797,0.002022,B3b,3b,B,0,0,0,0.000151,0.00111,0.000686,0.00423,0.000236,0.000141,0.000119,0.023797,0.000265,7.5e-05,5.1e-05,0.007815,0.00016,5e-05,2e-05,0.000247,0.000341,0.00019,4.1e-05,0.00072
b2_s44,gz_drop4_ctrl,gz_drop4,ctrl,extra_h0.3_d1.2,ctrl,1,0.083682,0.023037,C3b,3b,C,0,0,0,0.015982,0.03816,0.018447,0.020497,0.006019,0.021483,0.028181,0.052965,0.016381,0.012111,0.020726,0.083682,0.010849,0.034388,0.015333,0.011477,0.01496,0.014176,0.012201,0.012719
b2_s44,gz_drop4_ctrl,gz_drop4,ctrl,preset_h0.3_d10,ctrl,3b,0.522446,0.073602,B3b,3b,B,1,1,1,0.000998,0.054493,0.125416,0.097831,0.000441,0.079154,0.347631,0.522446,0.001475,0.042768,0.078879,0.083718,0.001369,0.016565,0.001041,0.003313,0.004944,0.008758,0.000189,0.000621
b2_s44,gz_drop4_ctrl,gz_drop4,ctrl,preset_h0.3_d2,ctrl,2,0.241103,0.034286,C3b,3b,C,0,0,0,0.011868,0.001839,0.012547,0.01386,0.00059,0.003281,0.033303,0.063856,0.001484,0.003292,0.042574,0.241103,0.000779,0.004867,0.082161,0.136276,0.001607,0.004844,0.020701,0.004883
b2_s44,gz_drop4_ctrl,gz_drop4,ctrl,preset_h0.3_d5,ctrl,3a,0.747283,0.060811,C3b,3b,C,0,1,1,0.000263,0.002901,0.029061,0.008188,7.2e-05,0.00095,0.181509,0.209516,0.000428,0.001033,0.015933,0.747283,0.000246,0.000246,0.006103,0.009797,0.000232,0.001126,0.001105,0.00022
b2_s44,gz_drop4_ctrl,gz_drop4,ctrl,preset_h0.9_d10,ctrl,3b,0.975908,0.21621,C3b,3b,C,1,1,4,0.001162,0.023485,0.110728,0.090239,0.000531,0.085335,0.808564,0.971813,0.000641,0.033812,0.867648,0.975908,0.000822,0.045229,0.078109,0.182666,0.003371,0.039268,0.002495,0.002368
b2_s44,gz_drop4_ctrl,gz_drop4,ctrl,preset_h0.9_d2,ctrl,2,0.550939,0.194987,B3a,3a,B,0,1,3,0.087932,0.287853,0.543811,0.500493,0.025719,0.216953,0.550939,0.17978,0.048606,0.189139,0.357577,0.158289,0.013352,0.208359,0.101569,0.06435,0.01987,0.176925,0.116112,0.052112
b2_s44,gz_drop4_ctrl,gz_drop4,ctrl,preset_h0.9_d5,ctrl,3a,0.977702,0.141388,C3b,3b,C,0,1,2,0.000608,0.013769,0.015594,0.011281,0.00021,0.013755,0.463453,0.748889,0.000678,0.006576,0.070067,0.977702,0.00069,0.007105,0.077412,0.380542,0.000604,0.033999,0.003919,0.000912
b2_s44,gz_drop4_ctrl,gz_drop4,ctrl,rs_h0.125_d2,ctrl,2,0.979066,0.189206,C3b,3b,C,0,1,4,0.001215,0.003241,0.403264,0.536067,0.000251,0.00069,0.571219,0.815896,0.001804,0.002815,0.047214,0.979066,0.000724,0.000275,0.026835,0.324502,0.00018,0.000673,0.011327,0.056855
b2_s44,gz_drop4_ctrl,gz_drop4,ctrl,rs_h0.125_d5,ctrl,3a,0.031059,0.002498,B3b,3b,B,0,0,0,0.000174,0.001702,0.001517,0.004415,0.000291,0.00018,0.000243,0.031059,0.000435,8.6e-05,8.6e-05,0.007992,0.000214,6e-05,2.7e-05,0.00017,0.00043,0.000246,3.9e-05,0.000589
rgb_s42,gz_drop1,gz_drop1,hazard,extra_h0.3_d1.2,V,1,0.776332,0.436169,C3b,3b,C,0,1,10,0.087544,0.538182,0.706302,0.343643,0.049999,0.400268,0.698882,0.613725,0.079163,0.299262,0.754005,0.776332,0.066276,0.503517,0.689929,0.617225,0.139595,0.493573,0.628926,0.237032
rgb_s42,gz_drop1,gz_drop1,hazard,preset_h0.3_d10,V,3b,0.099509,0.041477,A3a,3a,A,0,0,0,0.015636,0.053709,0.099509,0.03234,0.009004,0.019305,0.093612,0.043821,0.04862,0.041405,0.050771,0.03032,0.031404,0.066817,0.015218,0.012722,0.09194,0.058808,0.012661,0.001927
rgb_s42,gz_drop1,gz_drop1,hazard,preset_h0.3_d2,V,2,0.817139,0.154433,B3b,3b,B,0,1,2,0.007491,0.072595,0.24012,0.299736,0.002529,0.026249,0.227417,0.817139,0.009789,0.036266,0.093798,0.727466,0.006602,0.064783,0.028694,0.292046,0.022064,0.055001,0.030786,0.028082
rgb_s42,gz_drop1,gz_drop1,hazard,preset_h0.3_d5,V,3a,0.493483,0.107633,B3a,3a,B,1,0,0,0.00403,0.080056,0.06827,0.040918,0.00191,0.044121,0.493483,0.231122,0.00977,0.082998,0.457614,0.390569,0.007787,0.099432,0.034495,0.043011,0.024357,0.034614,0.003276,0.000819
rgb_s42,gz_drop1,gz_drop1,hazard,preset_h0.9_d10,V,3b,0.739162,0.37857,B3a,3a,B,0,1,8,0.053805,0.557459,0.600008,0.465652,0.029965,0.412876,0.739162,0.690161,0.118044,0.494991,0.621995,0.588187,0.064336,0.647968,0.302764,0.25351,0.144099,0.553386,0.17834,0.054701
rgb_s42,gz_drop1,gz_drop1,hazard,preset_h0.9_d2,V,2,0.921055,0.264476,B3b,3b,B,0,1,4,0.004719,0.216398,0.451023,0.472,0.001545,0.118874,0.626385,0.921055,0.003989,0.109711,0.391548,0.85102,0.003338,0.221371,0.088241,0.50846,0.013805,0.14398,0.062224,0.079829
rgb_s42,gz_drop1,gz_drop1,hazard,preset_h0.9_d5,V,3a,0.984929,0.397652,B3a,3a,B,1,1,8,0.002607,0.802459,0.279979,0.235457,0.00173,0.743552,0.984929,0.940146,0.006597,0.725933,0.936874,0.942422,0.004619,0.710041,0.128873,0.133233,0.012461,0.357199,0.002536,0.001396
rgb_s42,gz_drop1,gz_drop1,hazard,rs_h0.125_d2,V,2,0.113301,0.012496,B3b,3b,B,0,0,0,0.000954,0.000624,0.001795,0.017705,0.000511,0.000177,0.000149,0.113301,0.004915,0.000366,7.4e-05,0.071073,0.002614,0.000594,8.3e-05,0.023676,0.008607,0.000613,0.000766,0.00133
rgb_s42,gz_drop1,gz_drop1,hazard,rs_h0.125_d5,V,3a,0.063286,0.020491,B3a,3a,B,1,0,0,0.005078,0.011466,0.039746,0.025717,0.002282,0.003233,0.063286,0.060425,0.01876,0.011405,0.029035,0.049227,0.012639,0.013557,0.003182,0.007622,0.043354,0.007758,0.001515,0.000535
rgb_s42,gz_drop1_ctrl,gz_drop1,ctrl,extra_h0.3_d1.2,ctrl,1,0.598554,0.15345,A3a,3a,A,0,1,1,0.053539,0.109255,0.598554,0.323665,0.02812,0.029932,0.161397,0.396136,0.1022,0.066587,0.105912,0.230417,0.063698,0.098373,0.069803,0.164437,0.135399,0.125583,0.147586,0.058413
rgb_s42,gz_drop1_ctrl,gz_drop1,ctrl,preset_h0.3_d10,ctrl,3b,0.083783,0.035499,A3a,3a,A,0,0,0,0.013495,0.045756,0.083783,0.02824,0.007937,0.016669,0.080898,0.037124,0.042722,0.035106,0.043248,0.024869,0.027447,0.05673,0.013072,0.01069,0.081366,0.048452,0.010628,0.00175
rgb_s42,gz_drop1_ctrl,gz_drop1,ctrl,preset_h0.3_d2,ctrl,2,0.322862,0.052841,B3b,3b,B,0,0,0,0.014109,0.018682,0.140066,0.137094,0.006529,0.003909,0.011959,0.322862,0.053219,0.011661,0.005844,0.114367,0.025687,0.017725,0.002723,0.059451,0.069277,0.018863,0.015017,0.007769
rgb_s42,gz_drop1_ctrl,gz_drop1,ctrl,preset_h0.3_d5,ctrl,3a,0.589324,0.140076,B3a,3a,B,1,1,1,0.006365,0.152961,0.142888,0.080413,0.003183,0.074128,0.589324,0.374825,0.018913,0.141888,0.418713,0.433401,0.014285,0.174305,0.024907,0.037943,0.040905,0.067798,0.003526,0.000859
rgb_s42,gz_drop1_ctrl,gz_drop1,ctrl,preset_h0.9_d10,ctrl,3b,0.731221,0.389265,B3a,3a,B,0,1,10,0.05769,0.582117,0.652934,0.523098,0.033771,0.431539,0.731221,0.703369,0.131537,0.537463,0.575875,0.539167,0.071218,0.679887,0.289966,0.249903,0.153468,0.576497,0.195079,0.069498
rgb_s42,gz_drop1_ctrl,gz_drop1,ctrl,preset_h0.9_d2,ctrl,2,0.457088,0.11432,B3b,3b,B,0,0,0,0.030667,0.047509,0.44389,0.324304,0.013422,0.010971,0.07828,0.457088,0.085509,0.034974,0.040264,0.204088,0.043172,0.052918,0.01785,0.133685,0.114025,0.063878,0.056515,0.03339
rgb_s42,gz_drop1_ctrl,gz_drop1,ctrl,preset_h0.9_d5,ctrl,3a,0.904325,0.351134,B3a,3a,B,1,1,8,0.0046,0.7033,0.216804,0.186131,0.00392,0.619012,0.904325,0.837799,0.015125,0.646053,0.775644,0.825722,0.010776,0.66503,0.099866,0.125724,0.024033,0.35161,0.005181,0.002023
rgb_s42,gz_drop1_ctrl,gz_drop1,ctrl,rs_h0.125_d2,ctrl,2,0.29925,0.028595,B3b,3b,B,0,0,0,0.00132,0.001391,0.00416,0.049638,0.000727,0.000272,0.000192,0.29925,0.007574,0.000628,5.6e-05,0.145274,0.00381,0.001007,5.7e-05,0.040375,0.011921,0.001128,0.00077,0.002355
rgb_s42,gz_drop1_ctrl,gz_drop1,ctrl,rs_h0.125_d5,ctrl,3a,0.055556,0.017277,B3a,3a,B,1,0,0,0.004656,0.009517,0.033019,0.019584,0.002027,0.002825,0.055556,0.045356,0.017054,0.00993,0.026608,0.037962,0.01148,0.011904,0.003014,0.006262,0.040457,0.006539,0.00134,0.000445
rgb_s42,gz_drop2,gz_drop2,hazard,extra_h0.3_d1.2,V,1,0.706898,0.173607,C3b,3b,C,0,1,3,0.019803,0.098767,0.158446,0.213533,0.010126,0.045789,0.197711,0.500948,0.025696,0.061386,0.232647,0.706898,0.016769,0.119481,0.162994,0.504568,0.053164,0.094826,0.129609,0.118987
rgb_s42,gz_drop2,gz_drop2,hazard,preset_h0.3_d10,V,3b,0.082763,0.022899,E1,1,E,0,0,0,0.013428,0.019803,0.041995,0.018665,0.008223,0.006874,0.033358,0.025279,0.042834,0.014923,0.022549,0.019921,0.025491,0.026446,0.008194,0.011768,0.082763,0.026179,0.007547,0.00175
rgb_s42,gz_drop2,gz_drop2,hazard,preset_h0.3_d2,V,2,0.663822,0.339345,C3b,3b,C,0,1,3,0.130493,0.390876,0.564633,0.344862,0.091607,0.199631,0.413164,0.499938,0.206684,0.184514,0.524367,0.663822,0.118113,0.365161,0.391431,0.432151,0.215635,0.449254,0.456687,0.143881
rgb_s42,gz_drop2,gz_drop2,hazard,preset_h0.3_d5,V,3a,0.176498,0.025681,B3a,3a,B,1,0,0,0.001069,0.004602,0.022252,0.045694,0.000499,0.001385,0.176498,0.109954,0.002948,0.003579,0.059769,0.065753,0.001785,0.004145,0.001315,0.002808,0.007138,0.001988,0.000209,0.000227
rgb_s42,gz_drop2,gz_drop2,hazard,preset_h0.9_d10,V,3b,0.717187,0.430336,D2,2,D,0,1,10,0.096975,0.547206,0.640752,0.476827,0.058215,0.458302,0.689884,0.577274,0.189445,0.539944,0.63782,0.553454,0.104908,0.717187,0.518233,0.383954,0.223601,0.639893,0.405764,0.14708
rgb_s42,gz_drop2,gz_drop2,hazard,preset_h0.9_d2,V,2,0.899449,0.349983,C3b,3b,C,0,1,5,0.017731,0.387434,0.289701,0.381075,0.00809,0.282231,0.610491,0.848665,0.017506,0.26396,0.7718,0.899449,0.012374,0.436551,0.380433,0.746347,0.034011,0.248751,0.192246,0.17082
rgb_s42,gz_drop2,gz_drop2,hazard,preset_h0.9_d5,V,3a,0.90934,0.357098,B3a,3a,B,1,1,6,0.011868,0.598969,0.380819,0.280296,0.006557,0.428549,0.90934,0.790431,0.02386,0.388258,0.843053,0.877395,0.015361,0.525221,0.230066,0.294908,0.039509,0.447289,0.035983,0.014231
rgb_s42,gz_drop2,gz_drop2,hazard,rs_h0.125_d2,V,2,0.052801,0.013886,E1,1,E,0,0,0,0.009058,0.005061,0.036132,0.023327,0.004018,0.001368,0.017312,0.023401,0.023088,0.004398,0.015774,0.014172,0.015668,0.006682,0.004985,0.008664,0.052801,0.006429,0.003624,0.00176
rgb_s42,gz_drop2,gz_drop2,hazard,rs_h0.125_d5,V,3a,0.23488,0.059626,B3b,3b,B,0,0,0,0.015159,0.03444,0.159741,0.117047,0.006628,0.008899,0.089356,0.23488,0.056682,0.028483,0.03584,0.138274,0.033802,0.046593,0.006067,0.033064,0.102994,0.034877,0.006658,0.003037
