frame_id,scene,split,round,cond,cam_d,cam_h,cam_yaw,cam_pitch,cam_hfov,cam_y,preset,preset_h,preset_d,occluder_class,occluder_detail,cue_edge_line_contrast,cue_texture_change_across_edge,cue_shadow_line,cue_far_side_visible_depth,cue_nosing_strip,cue_tactile_paving,cue_railing_or_guard,cue_curb_or_upstand,cue_vegetation_edge,cue_water_surface,cue_signage_or_marking,cue_specular_change,cue_geometry_silhouette,m_edge_line_contrast,m_texture_change_across_edge,m_shadow_line,m_far_side_visible_depth,m_nosing_strip,m_tactile_paving,m_railing_or_guard,m_curb_or_upstand,m_vegetation_edge,m_water_surface,m_signage_or_marking,m_specular_change,m_geometry_silhouette,cue_count,cue_count_loadbearing,cue_count_strong,fam_direct_depth,fam_edge_surface,fam_installed,fam_context_veg,cls,cue_list,n_pos_cells,gt_bands,scene_level_fallback
on/scene12/L7__s20260821__0001.png::boost_e2,scene12,train,260820_boost_e2_on,L7,7.307,0.679,7.44,-10.82,61.46,0.086,h0.9_d10,0.9,10.0,self_occlusion_deck_edge,cantilever deck edge; 7.5 m riprap+water band hidden under the open guard,1,1,0,1,0,0,1,0,1,1,1,1,1,M2,M2,M2+cond,M2,M2,M2,M1,M2,M2,M2,M2,M2,M2,9,4,5,3,3,2,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|water_surface|signage_or_marking|specular_change|geometry_silhouette,2,3b,0
on/scene12/L7__s20260821__0002.png::boost_e2,scene12,train,260820_boost_e2_on,L7,4.308,0.394,8.88,-15.51,59.11,0.453,h0.3_d5,0.3,5.0,self_occlusion_deck_edge,cantilever deck edge; 7.5 m riprap+water band hidden under the open guard,0,1,0,1,0,0,1,0,1,1,1,0,1,M2,M2,M2+cond,M2,M2,M2,M1,M2,M2,M2,M2,M2,M2,7,4,4,3,1,2,1,cued-H,texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|water_surface|signage_or_marking|geometry_silhouette,3,3a,0
on/scene12/L7__s20260821__0003.png::boost_e2,scene12,train,260820_boost_e2_on,L7,4.688,0.374,0.27,-11.2,63.66,0.099,h0.3_d5,0.3,5.0,self_occlusion_deck_edge,cantilever deck edge; 7.5 m riprap+water band hidden under the open guard,0,1,0,1,0,0,1,0,1,1,1,0,1,M2,M2,M2+cond,M2,M2,M2,M1,M2,M2,M2,M2,M2,M2,7,4,4,3,1,2,1,cued-H,texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|water_surface|signage_or_marking|geometry_silhouette,3,3a,0
on/scene12/L7__s20260821__0004.png::boost_e2,scene12,train,260820_boost_e2_on,L7,6.355,0.814,14.64,-17.97,63.09,0.227,h0.9_d5,0.9,5.0,self_occlusion_deck_edge,cantilever deck edge; 7.5 m riprap+water band hidden under the open guard,1,1,0,1,0,0,1,0,1,1,1,1,1,M2,M2,M2+cond,M2,M2,M2,M1,M2,M2,M2,M2,M2,M2,9,4,5,3,3,2,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|water_surface|signage_or_marking|specular_change|geometry_silhouette,4,3a+3b,0
on/scene12/L7__s20260821__0005.png::boost_e2,scene12,train,260820_boost_e2_on,L7,7.678,0.667,-2.37,-6.9,62.43,-0.681,h0.9_d10,0.9,10.0,self_occlusion_deck_edge,cantilever deck edge; 7.5 m riprap+water band hidden under the open guard,1,1,0,1,0,0,1,0,1,1,1,1,1,M2,M2,M2+cond,M2,M2,M2,M1,M2,M2,M2,M2,M2,M2,9,4,5,3,3,2,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|water_surface|signage_or_marking|specular_change|geometry_silhouette,2,3b,0
on/scene12/L7__s20260821__0006.png::boost_e2,scene12,train,260820_boost_e2_on,L7,5.328,0.602,-5.57,-12.95,60.12,-0.376,h0.9_d5,0.9,5.0,self_occlusion_deck_edge,cantilever deck edge; 7.5 m riprap+water band hidden under the open guard,1,1,0,1,0,0,1,0,1,1,1,1,1,M2,M2,M2+cond,M2,M2,M2,M1,M2,M2,M2,M2,M2,M2,9,4,5,3,3,2,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|water_surface|signage_or_marking|specular_change|geometry_silhouette,3,3a,0
on/scene12/L7__s20260821__0007.png::boost_e2,scene12,train,260820_boost_e2_on,L7,5.806,0.337,-1.06,-4.84,60.26,-0.3,h0.3_d5,0.3,5.0,self_occlusion_deck_edge,cantilever deck edge; 7.5 m riprap+water band hidden under the open guard,0,1,0,1,0,0,1,0,1,1,1,0,1,M2,M2,M2+cond,M2,M2,M2,M1,M2,M2,M2,M2,M2,M2,7,4,4,3,1,2,1,cued-H,texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|water_surface|signage_or_marking|geometry_silhouette,2,3a,0
on/scene14/L0__s20260819__0000.png,scene14,test,260819_main_on,L0,4.744,0.848,1.43,-9.86,61.66,0.069,h0.9_d5,0.9,5.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),1,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,6,3,0,2,2,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,10,3a+3b,0
on/scene14/L0__s20260819__0001.png,scene14,test,260819_main_on,L0,7.036,1.28,1.65,-9.0,61.41,-0.291,h0.9_d5,0.9,5.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),1,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,6,3,0,2,2,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,9,3a+3b,0
on/scene14/L0__s20260819__0003.png,scene14,test,260819_main_on,L0,4.594,0.954,7.08,-3.23,62.91,0.742,h0.9_d5,0.9,5.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),1,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,6,3,0,2,2,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,10,3a+3b,0
on/scene14/L0__s20260819__0004.png,scene14,test,260819_main_on,L0,8.421,1.062,-17.26,-9.42,60.95,-0.195,h0.9_d10,0.9,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),0,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,5,3,0,2,1,1,1,cued-H,texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,4,3b,0
on/scene14/L0__s20260819__0006.png,scene14,test,260819_main_on,L0,6.563,0.964,-0.17,-10.03,61.79,0.385,h0.9_d5,0.9,5.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),1,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,6,3,0,2,2,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,10,3a+3b,0
on/scene14/L0__s20260819__0007.png,scene14,test,260819_main_on,L0,4.966,0.724,0.3,-8.82,62.63,-0.463,h0.9_d5,0.9,5.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),1,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,6,3,0,2,2,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,10,3a+3b,0
on/scene14/L0__s20260820__0000.png::boost_e,scene14,test,260820_boost_e_on,L0,8.923,1.441,3.31,-8.13,58.98,0.179,h1.8_d10,1.8,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),1,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,6,3,0,2,2,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,5,3b,0
on/scene14/L0__s20260820__0000.png::boost_h,scene14,test,260820_boost_h_on,L0,8.923,0.508,3.31,-8.13,58.98,0.179,h0.3_d10,0.3,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),0,0,0,0,0,0,0,0,0,0,0,0,0,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,0,0,0,0,0,0,0,bare-H,,5,3b,0
on/scene14/L0__s20260820__0001.png::boost_e,scene14,test,260820_boost_e_on,L0,11.205,1.717,-4.05,-10.38,61.27,0.081,h1.8_d10,1.8,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),1,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,6,3,0,2,2,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,4,3b,0
on/scene14/L0__s20260820__0001.png::boost_h,scene14,test,260820_boost_h_on,L0,11.205,0.804,-4.05,-10.38,61.27,0.081,h0.9_d10,0.9,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),0,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,5,3,0,2,1,1,1,cued-H,texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,4,3b,0
on/scene14/L0__s20260820__0003.png::boost_e,scene14,test,260820_boost_e_on,L0,10.095,1.885,-9.04,-7.24,60.58,-0.105,h1.8_d10,1.8,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),1,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,6,3,0,2,2,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,4,3b,0
on/scene14/L0__s20260820__0003.png::boost_h,scene14,test,260820_boost_h_on,L0,10.095,0.984,-9.04,-7.24,60.58,-0.105,h0.9_d10,0.9,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),0,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,5,3,0,2,1,1,1,cued-H,texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,4,3b,0
on/scene14/L0__s20260820__0004.png::boost_e,scene14,test,260820_boost_e_on,L0,6.738,1.57,-3.76,-16.07,60.21,-0.126,h1.8_d5,1.8,5.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),1,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,6,3,0,2,2,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,10,3a+3b,0
on/scene14/L0__s20260820__0004.png::boost_h,scene14,test,260820_boost_h_on,L0,6.738,0.646,-3.76,-16.07,60.21,-0.126,h0.9_d5,0.9,5.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),1,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,6,3,0,2,2,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,10,3a+3b,0
on/scene14/L0__s20260820__0005.png::boost_e,scene14,test,260820_boost_e_on,L0,8.16,1.631,9.69,-12.4,62.4,-0.601,h1.8_d10,1.8,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),1,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,6,3,0,2,2,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,5,3b,0
on/scene14/L0__s20260820__0005.png::boost_h,scene14,test,260820_boost_h_on,L0,8.16,0.712,9.69,-12.4,62.4,-0.601,h0.9_d10,0.9,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),0,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,5,3,0,2,1,1,1,cued-H,texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,5,3b,0
on/scene14/L0__s20260820__0006.png::boost_e,scene14,test,260820_boost_e_on,L0,8.239,1.225,9.65,-16.52,62.41,-0.003,h0.9_d10,0.9,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),0,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,5,3,0,2,1,1,1,cued-H,texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,5,3b,0
on/scene14/L0__s20260820__0006.png::boost_h,scene14,test,260820_boost_h_on,L0,8.239,0.277,9.65,-16.52,62.41,-0.003,h0.3_d10,0.3,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),0,0,0,0,0,0,0,0,0,0,0,0,0,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,0,0,0,0,0,0,0,bare-H,,5,3b,0
on/scene14/L0__s20260820__0007.png::boost_e,scene14,test,260820_boost_e_on,L0,10.461,1.275,5.48,-6.12,60.09,-0.342,h0.9_d10,0.9,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),0,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,5,3,0,2,1,1,1,cued-H,texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,5,3b,0
on/scene14/L0__s20260820__0007.png::boost_h,scene14,test,260820_boost_h_on,L0,10.461,0.33,5.48,-6.12,60.09,-0.342,h0.3_d10,0.3,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),0,0,0,0,0,0,0,0,0,0,0,0,0,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,0,0,0,0,0,0,0,bare-H,,5,3b,0
on/scene14/L5__s20260819__0000.png,scene14,test,260819_main_on,L5,4.744,0.848,1.43,-9.86,61.66,0.069,h0.9_d5,0.9,5.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),1,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,6,3,0,2,2,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,10,3a+3b,0
on/scene14/L5__s20260819__0001.png,scene14,test,260819_main_on,L5,7.036,1.28,1.65,-9.0,61.41,-0.291,h0.9_d5,0.9,5.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),1,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,6,3,0,2,2,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,9,3a+3b,0
on/scene14/L5__s20260819__0003.png,scene14,test,260819_main_on,L5,4.594,0.954,7.08,-3.23,62.91,0.742,h0.9_d5,0.9,5.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),1,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,6,3,0,2,2,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,10,3a+3b,0
on/scene14/L5__s20260819__0004.png,scene14,test,260819_main_on,L5,8.421,1.062,-17.26,-9.42,60.95,-0.195,h0.9_d10,0.9,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),0,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,5,3,0,2,1,1,1,cued-H,texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,4,3b,0
on/scene14/L5__s20260819__0006.png,scene14,test,260819_main_on,L5,6.563,0.964,-0.17,-10.03,61.79,0.385,h0.9_d5,0.9,5.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),1,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,6,3,0,2,2,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,10,3a+3b,0
on/scene14/L5__s20260819__0007.png,scene14,test,260819_main_on,L5,4.966,0.724,0.3,-8.82,62.63,-0.463,h0.9_d5,0.9,5.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),1,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,6,3,0,2,2,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,10,3a+3b,0
on/scene14/L5__s20260820__0000.png::boost_e,scene14,test,260820_boost_e_on,L5,8.923,1.441,3.31,-8.13,58.98,0.179,h1.8_d10,1.8,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),1,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,6,3,0,2,2,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,5,3b,0
on/scene14/L5__s20260820__0000.png::boost_h,scene14,test,260820_boost_h_on,L5,8.923,0.508,3.31,-8.13,58.98,0.179,h0.3_d10,0.3,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),0,0,0,0,0,0,0,0,0,0,0,0,0,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,0,0,0,0,0,0,0,bare-H,,5,3b,0
on/scene14/L5__s20260820__0001.png::boost_e,scene14,test,260820_boost_e_on,L5,11.205,1.717,-4.05,-10.38,61.27,0.081,h1.8_d10,1.8,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),1,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,6,3,0,2,2,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,4,3b,0
on/scene14/L5__s20260820__0001.png::boost_h,scene14,test,260820_boost_h_on,L5,11.205,0.804,-4.05,-10.38,61.27,0.081,h0.9_d10,0.9,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),0,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,5,3,0,2,1,1,1,cued-H,texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,4,3b,0
on/scene14/L5__s20260820__0003.png::boost_e,scene14,test,260820_boost_e_on,L5,10.095,1.885,-9.04,-7.24,60.58,-0.105,h1.8_d10,1.8,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),1,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,6,3,0,2,2,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,4,3b,0
on/scene14/L5__s20260820__0003.png::boost_h,scene14,test,260820_boost_h_on,L5,10.095,0.984,-9.04,-7.24,60.58,-0.105,h0.9_d10,0.9,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),0,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,5,3,0,2,1,1,1,cued-H,texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,4,3b,0
on/scene14/L5__s20260820__0004.png::boost_e,scene14,test,260820_boost_e_on,L5,6.738,1.57,-3.76,-16.07,60.21,-0.126,h1.8_d5,1.8,5.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),1,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,6,3,0,2,2,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,10,3a+3b,0
on/scene14/L5__s20260820__0004.png::boost_h,scene14,test,260820_boost_h_on,L5,6.738,0.646,-3.76,-16.07,60.21,-0.126,h0.9_d5,0.9,5.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),1,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,6,3,0,2,2,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,10,3a+3b,0
on/scene14/L5__s20260820__0005.png::boost_e,scene14,test,260820_boost_e_on,L5,8.16,1.631,9.69,-12.4,62.4,-0.601,h1.8_d10,1.8,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),1,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,6,3,0,2,2,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,5,3b,0
on/scene14/L5__s20260820__0005.png::boost_h,scene14,test,260820_boost_h_on,L5,8.16,0.712,9.69,-12.4,62.4,-0.601,h0.9_d10,0.9,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),0,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,5,3,0,2,1,1,1,cued-H,texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,5,3b,0
on/scene14/L5__s20260820__0006.png::boost_e,scene14,test,260820_boost_e_on,L5,8.239,1.225,9.65,-16.52,62.41,-0.003,h0.9_d10,0.9,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),0,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,5,3,0,2,1,1,1,cued-H,texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,5,3b,0
on/scene14/L5__s20260820__0006.png::boost_h,scene14,test,260820_boost_h_on,L5,8.239,0.277,9.65,-16.52,62.41,-0.003,h0.3_d10,0.3,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),0,0,0,0,0,0,0,0,0,0,0,0,0,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,0,0,0,0,0,0,0,bare-H,,5,3b,0
on/scene14/L5__s20260820__0007.png::boost_e,scene14,test,260820_boost_e_on,L5,10.461,1.275,5.48,-6.12,60.09,-0.342,h0.9_d10,0.9,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),0,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,5,3,0,2,1,1,1,cued-H,texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,5,3b,0
on/scene14/L5__s20260820__0007.png::boost_h,scene14,test,260820_boost_h_on,L5,10.461,0.33,5.48,-6.12,60.09,-0.342,h0.3_d10,0.3,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),0,0,0,0,0,0,0,0,0,0,0,0,0,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,0,0,0,0,0,0,0,bare-H,,5,3b,0
on/scene14/L7__s20260819__0000.png,scene14,test,260819_main_on,L7,4.744,0.848,1.43,-9.86,61.66,0.069,h0.9_d5,0.9,5.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),1,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,6,3,0,2,2,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,10,3a+3b,0
on/scene14/L7__s20260819__0001.png,scene14,test,260819_main_on,L7,7.036,1.28,1.65,-9.0,61.41,-0.291,h0.9_d5,0.9,5.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),1,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,6,3,0,2,2,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,9,3a+3b,0
on/scene14/L7__s20260819__0003.png,scene14,test,260819_main_on,L7,4.594,0.954,7.08,-3.23,62.91,0.742,h0.9_d5,0.9,5.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),1,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,6,3,0,2,2,1,1,cued-H,edge_line_contrast|texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,10,3a+3b,0
on/scene14/L7__s20260819__0004.png,scene14,test,260819_main_on,L7,8.421,1.062,-17.26,-9.42,60.95,-0.195,h0.9_d10,0.9,10.0,self_occlusion_crest,marble terrace crest; 40-step flight self-occludes (Potemkin identity),0,1,0,1,0,0,1,0,1,0,0,0,1,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,M2,5,3,0,2,1,1,1,cued-H,texture_change_across_edge|far_side_visible_depth|railing_or_guard|vegetation_edge|geometry_silhouette,4,3b,0
